otel_adi,giris_saati,cıkıs_saati,cocuk_politikası,bebek_ve_ek_yatak,kahvalti,evcil_hayvan,hizmet_hayvanları,yas_sarti,sertifika_numarasi,hizmetler
Green Bay Resort & Spa,After 14:00,Before 12:00,"Children of all ages are welcome at this property. Additional fees may be charged for children using existing beds. Add the number of children to get a more accurate price.","For all room types, extra beds cannot be added. Crib policies vary according to room type. Please refer to the relevant room type policy.","Cuisine: Vegetarian Adult Contact property Contact the property to see if extra breakfast is available. If so, you can pay for it at the property.",Pets are not allowed,Service animals are not allowed,The main guest checking in must be at least 18 years old,License number: 11646,"Sunbathing area; Indoor swimming pool; Outdoor swimming pool; Private beach area; Diving; Snorkeling; Sauna; Spa Additional charge; Massage room; Gym; Private parking Free; Airport pick-up; Car rentals; Bar; Library; Basketball court; Tennis court; Table tennis room; Restaurant; Cafe; Taxi booking service; Airport drop-off; Conference room Additional charge; Multi-function room; Business center; Children's pool; Playground; Kids' club; Childcare service Additional charge; Currency exchange; Wi-Fi in public areas; Luggage storage; Bicycle rental"
